,CustomerID,Age,Gender,Country,Income,ProductQuality,ServiceQuality,PurchaseFrequency,FeedbackScore,LoyaltyLevel
14672,14673,40,Female,Canada,79883,2,1,12,High,Bronze
14673,14674,55,Male,France,60337,10,3,10,Low,Silver
14674,14675,49,Male,France,42146,1,7,7,Low,Gold
14675,14676,62,Male,Canada,97426,3,1,3,Low,Bronze
14676,14677,67,Male,UK,87374,1,2,2,Medium,Gold
14677,14678,52,Male,USA,72216,10,10,8,Low,Silver
14678,14679,18,Male,Germany,73978,1,5,12,High,Gold
14679,14680,64,Male,USA,95596,4,7,17,Low,Bronze
14680,14681,62,Male,Germany,87437,9,6,9,Low,Silver
14681,14682,22,Female,France,91021,8,5,14,Low,Bronze
14682,14683,30,Female,Canada,31824,10,9,20,Low,Gold
14683,14684,22,Male,Canada,64955,7,8,6,Medium,Bronze
14684,14685,49,Female,Germany,81657,1,5,4,Medium,Silver
14685,14686,68,Female,Canada,104934,2,10,4,High,Gold
14686,14687,38,Female,Canada,96539,5,2,20,Low,Bronze
14687,14688,41,Male,Canada,68637,4,10,11,High,Silver
14688,14689,35,Male,USA,79450,1,8,2,Low,Bronze
14689,14690,38,Female,Canada,87961,6,10,12,High,Silver
14690,14691,27,Male,UK,63264,1,2,1,High,Gold
14691,14692,41,Female,Germany,70416,10,7,3,Low,Bronze
14692,14693,57,Male,USA,91029,3,6,12,High,Bronze
14693,14694,64,Female,USA,95758,10,5,7,Medium,Silver
14694,14695,38,Male,France,43572,3,4,14,Low,Gold
14695,14696,42,Male,France,56580,1,7,6,High,Silver
14696,14697,69,Female,Canada,113075,5,2,16,High,Silver
14697,14698,40,Female,USA,89027,8,9,5,Low,Bronze
14698,14699,39,Female,USA,94751,8,1,2,Medium,Gold
14699,14700,21,Female,Canada,60261,1,4,9,Medium,Gold
14700,14701,51,Male,Germany,44574,10,2,3,Low,Bronze
14701,14702,23,Male,USA,38268,4,6,2,Low,Silver
14702,14703,45,Female,France,104641,2,4,12,High,Gold
14703,14704,48,Female,Canada,63184,7,5,5,Low,Gold
14704,14705,52,Male,USA,102484,6,9,15,Low,Gold
14705,14706,56,Male,France,73235,1,2,2,Low,Bronze
14706,14707,59,Male,UK,107960,2,5,16,Medium,Silver
14707,14708,40,Male,USA,46921,6,6,20,Medium,Gold
14708,14709,23,Female,Canada,106800,8,8,10,Medium,Bronze
14709,14710,33,Female,France,93640,5,3,1,High,Gold
14710,14711,19,Male,USA,109959,1,7,1,Low,Silver
14711,14712,41,Male,France,50125,4,3,16,Low,Gold
14712,14713,34,Female,Canada,94041,6,4,10,High,Gold
14713,14714,62,Female,USA,44571,4,7,11,Medium,Bronze
14714,14715,18,Male,Canada,79402,4,7,18,Medium,Bronze
14715,14716,23,Female,Germany,41662,5,9,9,High,Silver
14716,14717,22,Female,USA,58378,2,2,9,High,Silver
14717,14718,62,Male,USA,77425,8,3,3,Medium,Silver
14718,14719,67,Female,France,116793,2,10,12,High,Gold
14719,14720,46,Male,USA,117193,8,6,9,High,Silver
14720,14721,29,Male,Germany,56119,9,10,3,High,Gold
14721,14722,56,Male,France,97257,1,3,20,Low,Gold
14722,14723,64,Female,France,43376,4,5,4,Medium,Gold
14723,14724,20,Female,UK,58927,5,7,2,Medium,Gold
14724,14725,65,Female,USA,58814,3,7,6,Low,Silver
14725,14726,18,Male,UK,81650,5,7,10,Low,Bronze
14726,14727,44,Female,Germany,110876,4,7,7,Medium,Silver
14727,14728,65,Female,USA,45913,3,6,19,Low,Silver
14728,14729,41,Male,UK,111025,10,3,20,High,Gold
14729,14730,61,Female,UK,86722,4,9,2,Low,Bronze
14730,14731,36,Female,France,91330,5,6,3,High,Silver
14731,14732,25,Male,UK,46744,1,3,10,Medium,Gold
14732,14733,61,Female,UK,100904,9,7,16,Low,Silver
14733,14734,64,Female,USA,87591,4,1,9,Low,Silver
14734,14735,19,Female,USA,84457,4,5,1,Medium,Gold
14735,14736,47,Female,France,119508,4,4,4,Medium,Bronze
14736,14737,47,Female,USA,107633,2,10,4,High,Gold
14737,14738,66,Female,Germany,68758,2,7,11,High,Silver
14738,14739,56,Male,France,73477,1,8,17,Low,Bronze
14739,14740,62,Male,Germany,76933,9,8,12,High,Gold
14740,14741,49,Male,USA,44539,3,4,4,High,Silver
14741,14742,18,Female,USA,33821,8,4,11,Low,Silver
14742,14743,55,Male,France,52509,10,5,1,Low,Bronze
14743,14744,30,Male,UK,31163,3,1,16,Low,Bronze
14744,14745,28,Male,Canada,67876,4,8,18,Low,Gold
14745,14746,27,Female,Canada,63595,2,3,14,Medium,Silver
14746,14747,65,Male,USA,36111,1,8,15,Low,Gold
14747,14748,43,Female,Germany,73363,10,3,6,High,Silver
14748,14749,37,Male,France,111549,9,6,20,High,Silver
14749,14750,34,Male,UK,99851,4,9,17,Medium,Bronze
14750,14751,34,Male,USA,51641,2,4,17,Medium,Silver
14751,14752,21,Male,Germany,88786,9,9,16,Low,Bronze
14752,14753,22,Female,USA,88284,5,9,9,High,Silver
14753,14754,40,Male,Canada,51127,2,2,16,Medium,Silver
14754,14755,63,Male,USA,31427,6,2,1,High,Gold
14755,14756,69,Male,Germany,43162,9,2,14,Low,Silver
14756,14757,27,Female,Canada,67916,9,3,9,Low,Gold
14757,14758,63,Male,USA,60526,2,7,17,Medium,Gold
14758,14759,45,Male,Canada,109745,5,7,19,Medium,Bronze
14759,14760,50,Female,France,115031,3,5,11,Low,Silver
14760,14761,60,Female,Germany,58587,5,3,10,Low,Gold
14761,14762,43,Male,Germany,41698,9,9,7,Low,Silver
14762,14763,67,Male,France,83198,9,7,19,Low,Bronze
14763,14764,65,Male,Germany,37732,1,6,4,Medium,Bronze
14764,14765,46,Male,Germany,37491,8,2,20,Low,Silver
14765,14766,44,Female,USA,92441,3,1,17,High,Bronze
14766,14767,35,Male,UK,103484,8,4,14,Medium,Gold
14767,14768,57,Male,USA,46027,8,9,13,High,Bronze
14768,14769,27,Male,France,34087,9,9,3,Medium,Bronze
14769,14770,59,Female,France,46679,10,1,9,High,Gold
14770,14771,22,Female,UK,32510,2,6,2,Low,Bronze
14771,14772,27,Male,USA,43117,3,8,13,High,Bronze
14772,14773,67,Female,USA,95824,2,8,20,High,Gold
14773,14774,38,Male,USA,44576,10,10,1,High,Silver
14774,14775,41,Male,Canada,40443,7,7,7,High,Gold
14775,14776,55,Female,Canada,80726,6,8,10,Low,Gold
14776,14777,20,Female,USA,87994,10,7,8,Low,Gold
14777,14778,57,Female,Canada,82079,10,10,4,Low,Silver
14778,14779,48,Male,USA,44990,4,8,1,Medium,Gold
14779,14780,58,Female,France,71520,9,7,14,Low,Bronze
14780,14781,54,Male,USA,83665,1,2,16,High,Bronze
14781,14782,19,Female,Canada,30214,1,3,16,Low,Gold
14782,14783,19,Male,UK,40176,9,1,13,High,Bronze
14783,14784,56,Male,France,58889,5,1,7,Low,Silver
14784,14785,66,Male,Germany,114105,5,3,15,Low,Silver
14785,14786,59,Female,UK,115471,1,9,11,High,Gold
14786,14787,61,Female,UK,85081,2,2,1,Medium,Silver
14787,14788,51,Female,Germany,119379,3,3,17,Low,Gold
14788,14789,59,Male,France,84828,8,8,4,Medium,Silver
14789,14790,37,Female,Germany,106111,4,9,9,Medium,Bronze
14790,14791,50,Female,France,81721,1,3,16,High,Gold
14791,14792,21,Female,France,49809,8,7,14,Medium,Silver
14792,14793,62,Female,France,66711,1,2,2,High,Bronze
14793,14794,61,Male,UK,36521,2,2,11,Medium,Gold
14794,14795,28,Female,France,86516,8,1,2,Medium,Bronze
14795,14796,59,Male,Germany,45224,8,8,11,Medium,Silver
14796,14797,64,Male,UK,44955,10,7,3,Low,Gold
14797,14798,22,Male,France,57195,1,2,8,High,Gold
14798,14799,42,Male,Canada,106113,2,5,13,High,Bronze
14799,14800,66,Male,Canada,34236,8,7,12,High,Gold
14800,14801,54,Female,France,41492,4,6,19,High,Gold
14801,14802,51,Female,Canada,80314,10,6,7,Low,Bronze
14802,14803,26,Male,USA,99890,9,3,15,Medium,Silver
14803,14804,23,Female,UK,63679,3,10,6,High,Silver
14804,14805,35,Male,USA,78848,8,10,12,High,Gold
14805,14806,31,Male,UK,64616,10,2,4,High,Bronze
14806,14807,36,Male,Germany,42517,7,5,9,Medium,Silver
14807,14808,31,Male,Canada,113468,8,9,18,Medium,Bronze
14808,14809,57,Female,Canada,47968,9,4,7,Medium,Bronze
14809,14810,34,Male,Canada,78940,4,1,15,Low,Silver
14810,14811,52,Female,France,30359,10,5,3,Low,Silver
14811,14812,46,Female,UK,98231,5,4,11,Low,Bronze
14812,14813,59,Female,France,88025,7,6,12,Medium,Bronze
14813,14814,34,Female,Canada,30631,6,10,4,Medium,Gold
14814,14815,60,Male,Germany,95269,3,7,12,High,Bronze
14815,14816,25,Female,Canada,109930,8,10,6,Medium,Silver
14816,14817,18,Male,France,78204,2,8,12,High,Silver
14817,14818,62,Female,Canada,107628,1,3,16,Medium,Silver
14818,14819,53,Male,USA,47328,6,10,13,Low,Bronze
14819,14820,24,Male,USA,115245,10,4,6,Low,Bronze
14820,14821,63,Female,France,79938,1,1,2,Medium,Gold
14821,14822,22,Female,USA,38118,1,2,14,High,Silver
14822,14823,41,Female,UK,74088,9,10,14,High,Gold
14823,14824,45,Male,UK,49518,1,7,6,High,Gold
14824,14825,60,Female,France,31473,9,6,7,Low,Bronze
14825,14826,34,Female,USA,94519,3,8,5,Medium,Bronze
14826,14827,54,Female,UK,116570,2,2,16,Low,Silver
14827,14828,37,Male,USA,86089,3,1,17,High,Bronze
14828,14829,20,Female,Canada,61179,2,3,6,Medium,Gold
14829,14830,54,Female,USA,45812,2,5,1,High,Bronze
14830,14831,43,Male,USA,113994,1,3,7,Medium,Gold
14831,14832,32,Female,France,47655,4,2,6,Low,Gold
14832,14833,68,Male,Canada,92634,5,3,7,Low,Bronze
14833,14834,65,Male,UK,49394,4,6,20,Low,Bronze
14834,14835,25,Male,UK,72165,1,1,10,High,Silver
14835,14836,30,Male,USA,111461,2,5,19,Medium,Silver
14836,14837,65,Male,Germany,61155,3,5,11,Medium,Bronze
14837,14838,20,Male,Germany,93817,1,6,19,Low,Bronze
14838,14839,18,Male,UK,64572,10,8,9,High,Bronze
14839,14840,26,Male,USA,106050,3,3,18,Medium,Silver
14840,14841,48,Male,USA,108686,6,2,7,Medium,Bronze
14841,14842,58,Male,Canada,34723,9,1,20,High,Silver
14842,14843,43,Male,France,96653,2,5,18,High,Silver
14843,14844,34,Male,Germany,59753,7,10,8,High,Bronze
14844,14845,51,Male,USA,108879,6,9,8,Medium,Gold
14845,14846,26,Male,UK,76640,6,10,11,Low,Silver
14846,14847,68,Female,Germany,65429,1,6,8,Low,Gold
14847,14848,30,Male,France,40084,10,9,4,Medium,Bronze
14848,14849,22,Female,USA,76733,2,10,13,Medium,Bronze
14849,14850,58,Female,Germany,63837,4,9,1,Medium,Silver
14850,14851,30,Female,USA,40843,3,4,14,Low,Silver
14851,14852,18,Female,France,106988,3,6,8,High,Gold
14852,14853,42,Female,Canada,68552,10,9,9,High,Silver
14853,14854,64,Female,Germany,107258,4,8,7,Medium,Gold
14854,14855,21,Male,France,97260,6,9,14,Medium,Silver
14855,14856,53,Female,Canada,79178,7,7,6,Low,Silver
14856,14857,69,Male,Canada,65064,3,4,13,Medium,Silver
14857,14858,27,Male,France,54534,9,1,17,Medium,Gold
14858,14859,45,Female,UK,109602,10,2,9,High,Gold
14859,14860,23,Male,France,87474,1,5,13,Medium,Silver
14860,14861,44,Male,USA,68898,1,6,13,High,Bronze
14861,14862,29,Female,UK,105716,3,3,18,Medium,Bronze
14862,14863,69,Male,Canada,90343,1,2,9,Low,Gold
14863,14864,65,Female,Germany,80357,10,9,14,Low,Gold
14864,14865,20,Female,Canada,52070,5,2,20,Low,Gold
14865,14866,63,Female,Germany,100368,3,8,15,High,Silver
14866,14867,50,Female,Germany,75005,4,4,3,High,Bronze
14867,14868,27,Female,France,77879,5,10,16,Low,Silver
14868,14869,48,Male,France,97904,3,3,14,Medium,Gold
14869,14870,32,Female,Canada,56994,7,6,2,Low,Bronze
14870,14871,24,Female,France,38678,3,9,9,Low,Bronze
14871,14872,53,Male,Canada,92497,9,3,7,High,Bronze
14872,14873,31,Female,France,52528,3,1,20,Medium,Silver
14873,14874,65,Female,France,43117,9,1,11,High,Bronze
14874,14875,31,Female,Germany,32021,5,6,14,Low,Gold
14875,14876,20,Female,UK,95317,4,2,9,High,Bronze
14876,14877,66,Female,France,52023,7,6,1,High,Gold
14877,14878,63,Female,France,60812,2,4,19,Medium,Bronze
14878,14879,67,Female,Canada,114284,5,7,13,Medium,Silver
14879,14880,20,Male,Germany,32596,9,2,11,Low,Bronze
14880,14881,39,Female,Germany,84484,3,6,15,Medium,Silver
14881,14882,36,Male,UK,69966,8,8,4,High,Silver
14882,14883,52,Female,UK,76189,3,4,15,Medium,Silver
14883,14884,29,Female,UK,43463,3,10,8,High,Gold
14884,14885,22,Female,France,94872,3,7,12,Low,Bronze
14885,14886,27,Male,Canada,107300,6,6,5,Medium,Gold
14886,14887,58,Male,USA,42286,7,7,3,High,Gold
14887,14888,50,Male,Canada,102130,7,10,15,High,Bronze
14888,14889,30,Female,Germany,88557,1,8,5,Low,Silver
14889,14890,52,Female,UK,30645,8,3,6,High,Bronze
14890,14891,68,Male,USA,99574,6,2,14,Medium,Gold
14891,14892,49,Male,Germany,47458,7,4,12,Medium,Gold
14892,14893,28,Female,UK,48830,5,2,17,High,Silver
14893,14894,65,Female,USA,86767,7,8,15,High,Bronze
14894,14895,55,Female,Canada,67805,1,5,10,High,Silver
14895,14896,41,Male,Germany,65565,1,1,7,Medium,Silver
14896,14897,52,Male,France,41339,10,3,13,Low,Bronze
14897,14898,36,Female,USA,103980,8,2,18,Medium,Silver
14898,14899,23,Female,USA,72705,6,9,9,Medium,Gold
14899,14900,57,Female,Canada,78037,2,1,7,High,Silver
14900,14901,62,Male,Canada,110573,6,7,10,High,Gold
14901,14902,61,Female,Germany,117617,4,1,17,Medium,Silver
14902,14903,59,Male,France,89926,3,6,18,Medium,Bronze
14903,14904,52,Male,UK,60624,10,5,3,Low,Silver
14904,14905,21,Male,USA,113901,9,10,20,Medium,Gold
14905,14906,50,Female,USA,51530,4,8,12,Medium,Gold
14906,14907,30,Female,Germany,48748,10,2,15,Low,Gold
14907,14908,53,Male,UK,72986,6,7,14,Medium,Gold
14908,14909,60,Male,UK,83404,10,6,4,High,Gold
14909,14910,36,Female,UK,62037,3,10,16,High,Gold
14910,14911,60,Male,Germany,61815,6,4,4,Low,Bronze
14911,14912,29,Female,USA,90988,10,2,15,Low,Silver
14912,14913,28,Female,Canada,117353,8,4,15,Medium,Silver
14913,14914,23,Female,USA,81891,2,8,11,Low,Silver
14914,14915,29,Female,Canada,82369,6,2,19,Medium,Bronze
14915,14916,44,Male,Canada,105819,6,9,15,Low,Silver
14916,14917,58,Female,Germany,37239,5,4,15,Medium,Bronze
14917,14918,42,Male,UK,81379,9,8,14,Medium,Gold
14918,14919,59,Male,Germany,118407,5,7,2,High,Gold
14919,14920,20,Male,Canada,70456,10,6,1,Low,Bronze
14920,14921,20,Female,USA,41171,8,9,2,High,Bronze
14921,14922,37,Female,Canada,57463,3,5,1,Low,Bronze
14922,14923,45,Male,Germany,55795,2,1,11,Medium,Silver
14923,14924,40,Female,USA,69725,9,1,1,Low,Bronze
14924,14925,65,Female,UK,92039,3,8,9,High,Silver
14925,14926,20,Female,Germany,101984,8,10,14,Medium,Bronze
14926,14927,59,Female,France,119291,2,8,3,High,Silver
14927,14928,41,Female,Canada,107650,10,9,3,Medium,Gold
14928,14929,60,Male,UK,60705,6,1,6,High,Silver
14929,14930,57,Female,UK,33033,10,6,3,Medium,Gold
14930,14931,23,Female,USA,84615,2,10,7,High,Silver
14931,14932,37,Male,Germany,80110,4,6,4,Low,Silver
14932,14933,28,Female,Canada,100569,4,1,9,High,Gold
14933,14934,49,Male,France,37192,8,8,4,Low,Bronze
14934,14935,44,Male,Canada,64792,10,3,2,High,Bronze
14935,14936,38,Female,Germany,94911,5,8,5,High,Gold
14936,14937,61,Male,UK,114221,9,3,11,Low,Bronze
14937,14938,65,Male,France,101548,3,2,16,Medium,Silver
14938,14939,67,Female,USA,114399,4,2,10,High,Silver
14939,14940,30,Male,Germany,77868,1,4,9,High,Gold
14940,14941,39,Female,Canada,60615,10,8,18,High,Gold
14941,14942,52,Male,Germany,49687,10,6,16,Low,Bronze
14942,14943,64,Female,USA,116135,9,2,7,Medium,Silver
14943,14944,39,Male,Canada,100305,8,7,13,High,Gold
14944,14945,45,Female,France,74758,7,1,13,High,Bronze
14945,14946,38,Female,Canada,49507,5,10,6,Medium,Gold
14946,14947,63,Male,Canada,66433,8,10,19,Low,Gold
14947,14948,35,Male,USA,68461,2,1,19,Medium,Bronze
14948,14949,48,Female,Canada,66212,3,5,2,High,Gold
14949,14950,63,Male,Germany,41447,5,9,11,Low,Bronze
14950,14951,54,Male,UK,49494,9,6,4,Low,Bronze
14951,14952,38,Male,USA,57174,3,9,3,Low,Bronze
14952,14953,31,Female,USA,33000,6,8,9,Low,Bronze
14953,14954,42,Female,USA,101451,1,6,6,Low,Silver
14954,14955,44,Female,Germany,110548,7,1,11,Low,Gold
14955,14956,57,Male,Germany,103715,5,1,11,Medium,Gold
14956,14957,40,Male,Germany,43145,2,9,18,Low,Gold
14957,14958,48,Male,Germany,49674,3,9,13,Low,Gold
14958,14959,64,Female,Canada,45851,10,3,8,Medium,Bronze
14959,14960,46,Female,USA,108014,10,1,17,Low,Silver
14960,14961,64,Female,USA,111144,2,10,14,High,Silver
14961,14962,47,Female,France,66730,2,3,3,High,Bronze
14962,14963,68,Male,UK,110428,8,6,12,Low,Bronze
14963,14964,43,Male,Canada,104126,4,8,16,High,Bronze
14964,14965,37,Male,UK,100511,1,3,11,Low,Bronze
14965,14966,55,Female,Canada,94810,6,9,13,Low,Silver
14966,14967,36,Male,Canada,34066,8,4,19,Low,Silver
14967,14968,44,Male,Canada,111856,5,8,19,Medium,Silver
14968,14969,42,Female,USA,81911,2,5,7,Low,Gold
14969,14970,57,Female,UK,86180,10,3,12,High,Silver
14970,14971,55,Male,UK,74996,5,4,14,High,Bronze
14971,14972,69,Female,Germany,66518,6,7,17,Low,Bronze
14972,14973,40,Male,UK,111271,1,1,20,Low,Bronze
14973,14974,46,Male,Germany,106542,3,10,1,High,Gold
14974,14975,32,Female,France,44198,10,10,13,High,Bronze
14975,14976,20,Female,Germany,47250,2,8,17,Medium,Gold
14976,14977,27,Male,Canada,112613,1,5,15,Medium,Silver
14977,14978,32,Female,USA,110104,6,6,7,Low,Bronze
14978,14979,33,Female,Canada,115325,4,7,12,Low,Gold
14979,14980,34,Male,France,58562,6,9,19,Medium,Gold
14980,14981,36,Male,USA,77937,4,4,7,Medium,Silver
14981,14982,28,Male,France,36444,4,6,8,Low,Silver
14982,14983,65,Female,Canada,49853,4,10,3,High,Silver
14983,14984,22,Female,USA,107548,7,5,20,Low,Gold
14984,14985,22,Female,France,94262,8,10,15,Low,Gold
14985,14986,31,Male,Germany,102706,5,5,14,Medium,Bronze
14986,14987,67,Female,UK,39622,1,10,19,Medium,Silver
14987,14988,43,Male,Canada,77676,6,4,16,Low,Gold
14988,14989,25,Female,Germany,54485,1,5,19,Medium,Bronze
14989,14990,22,Male,France,43819,3,2,9,High,Silver
14990,14991,24,Female,France,50907,6,8,13,Medium,Bronze
14991,14992,33,Male,USA,53561,4,2,20,Medium,Bronze
14992,14993,31,Male,Germany,42190,2,10,11,High,Bronze
14993,14994,54,Male,France,41680,8,9,6,Medium,Bronze
14994,14995,58,Male,USA,53447,6,8,9,Low,Gold
14995,14996,21,Female,UK,43068,3,3,4,Low,Bronze
14996,14997,53,Female,UK,43025,8,7,7,High,Bronze
14997,14998,65,Female,USA,53796,2,6,12,Low,Gold
14998,14999,34,Female,Germany,78189,8,2,12,Medium,Gold
14999,15000,64,Female,USA,100338,9,4,15,Medium,Silver
15000,15001,53,Male,USA,75998,6,1,15,Medium,Gold
15001,15002,23,Female,Germany,97102,8,3,2,Medium,Bronze
15002,15003,33,Female,UK,113346,10,4,1,Medium,Silver
15003,15004,46,Male,France,64857,8,9,1,Medium,Silver
15004,15005,53,Female,UK,99898,8,1,3,Low,Gold
15005,15006,55,Female,Germany,106014,1,9,14,Medium,Silver
15006,15007,54,Female,Canada,74874,10,7,14,High,Silver
15007,15008,65,Male,Germany,33536,10,6,15,High,Silver
15008,15009,65,Male,UK,42129,2,3,15,High,Silver
15009,15010,27,Female,UK,112289,2,3,18,Low,Silver
15010,15011,58,Male,Germany,55288,8,1,2,Medium,Silver
15011,15012,53,Female,Germany,57046,4,10,8,Low,Bronze
15012,15013,46,Male,Germany,118967,3,5,5,Medium,Silver
15013,15014,31,Male,UK,104665,9,2,15,Low,Silver
15014,15015,21,Female,USA,110634,5,2,2,Low,Bronze
15015,15016,61,Male,Canada,83935,2,5,2,Low,Silver
15016,15017,59,Female,USA,88654,10,1,13,Medium,Gold
15017,15018,53,Male,UK,116062,2,3,20,Medium,Silver
15018,15019,67,Female,USA,42335,5,5,8,Medium,Gold
15019,15020,62,Male,Germany,105052,1,7,4,Medium,Silver
15020,15021,30,Female,France,45650,8,4,7,High,Silver
15021,15022,63,Female,Germany,64851,5,4,4,Low,Bronze
15022,15023,35,Female,Canada,103668,6,8,2,Medium,Gold
15023,15024,50,Female,Germany,46793,7,5,10,High,Silver
15024,15025,38,Male,France,78857,7,5,16,Medium,Bronze
15025,15026,33,Female,UK,48558,7,10,1,Low,Bronze
15026,15027,32,Male,USA,100195,9,9,10,Medium,Silver
15027,15028,22,Male,Germany,55879,9,8,2,Low,Silver
15028,15029,23,Female,USA,33333,6,3,13,High,Silver
15029,15030,55,Female,Canada,83062,5,2,2,Low,Silver
15030,15031,20,Female,USA,84579,8,9,7,Medium,Gold
15031,15032,65,Female,Canada,34123,5,5,6,Low,Bronze
15032,15033,29,Male,Canada,64860,3,5,2,High,Silver
15033,15034,53,Female,Germany,49021,4,10,10,Low,Gold
15034,15035,50,Female,France,112570,9,7,9,High,Bronze
15035,15036,53,Female,USA,80891,3,7,9,Medium,Silver
15036,15037,50,Female,Canada,119969,5,1,15,High,Silver
15037,15038,48,Male,Canada,109096,9,7,9,High,Silver
15038,15039,38,Male,Canada,70443,4,7,7,Medium,Silver
15039,15040,44,Male,UK,38994,4,7,3,Medium,Gold
15040,15041,44,Female,USA,107254,1,3,17,Medium,Silver
15041,15042,25,Male,USA,46512,10,10,10,High,Bronze
15042,15043,54,Female,Canada,77775,2,1,18,Low,Gold
15043,15044,49,Male,USA,116113,1,4,9,Low,Bronze
15044,15045,43,Female,USA,96673,3,7,17,Low,Bronze
15045,15046,19,Male,UK,83139,2,9,10,Low,Silver
15046,15047,29,Female,Canada,82557,4,8,20,Low,Gold
15047,15048,39,Female,USA,75764,3,3,9,Medium,Gold
15048,15049,34,Male,France,33915,3,2,5,Medium,Gold
15049,15050,24,Female,Canada,73841,8,9,16,High,Gold
15050,15051,60,Male,USA,96942,3,7,13,Low,Gold
15051,15052,21,Male,UK,73148,5,6,6,Low,Silver
15052,15053,54,Male,France,98318,8,2,1,Low,Bronze
15053,15054,55,Female,Germany,109405,5,5,13,High,Bronze
15054,15055,49,Male,Germany,42185,7,7,17,Low,Gold
15055,15056,28,Female,France,37200,10,3,9,Medium,Bronze
15056,15057,18,Female,Germany,88920,5,10,17,Low,Silver
15057,15058,42,Male,France,47920,10,1,9,High,Bronze
15058,15059,59,Male,USA,74296,8,4,2,Low,Gold
15059,15060,69,Female,Germany,84238,5,3,9,Medium,Silver
15060,15061,41,Female,Germany,102618,2,7,4,Medium,Bronze
15061,15062,60,Male,France,52041,9,6,19,Medium,Bronze
15062,15063,34,Female,USA,36694,6,5,9,Low,Bronze
15063,15064,25,Female,USA,72356,4,7,9,Low,Gold
15064,15065,62,Female,Canada,75205,5,7,2,Low,Bronze
15065,15066,44,Male,Canada,119440,10,6,16,Low,Silver
15066,15067,69,Male,USA,89104,8,6,6,Medium,Gold
15067,15068,35,Male,France,76990,3,3,17,Medium,Gold
15068,15069,44,Female,UK,108293,3,8,11,Medium,Bronze
15069,15070,39,Male,UK,90770,7,10,3,Medium,Gold
15070,15071,33,Male,Canada,34440,1,10,17,High,Gold
15071,15072,19,Female,Germany,72594,9,8,9,High,Silver
15072,15073,22,Male,UK,113565,9,8,3,Medium,Silver
15073,15074,35,Male,Germany,47776,2,6,8,Low,Bronze
15074,15075,20,Male,Germany,102826,4,7,6,Medium,Bronze
15075,15076,44,Female,USA,51940,9,3,20,Medium,Silver
15076,15077,34,Female,UK,92729,4,7,12,High,Bronze
15077,15078,33,Male,UK,31743,8,3,7,High,Silver
15078,15079,23,Female,Germany,104129,3,3,13,Medium,Gold
15079,15080,68,Male,Germany,107932,4,4,2,Low,Silver
15080,15081,24,Male,USA,90956,1,2,9,Medium,Gold
15081,15082,67,Male,France,56512,4,10,18,High,Gold
15082,15083,31,Male,UK,53865,6,7,5,Medium,Bronze
15083,15084,55,Female,UK,81198,10,5,15,Medium,Silver
15084,15085,57,Male,USA,86067,7,8,14,Low,Gold
15085,15086,32,Female,USA,50547,6,4,7,Medium,Silver
15086,15087,64,Female,France,36068,4,6,8,High,Silver
15087,15088,64,Male,Germany,48510,8,1,13,High,Bronze
15088,15089,65,Male,UK,92476,7,3,20,Low,Silver
15089,15090,50,Male,Germany,99809,1,2,13,Medium,Silver
15090,15091,60,Male,UK,58485,1,4,14,Medium,Bronze
15091,15092,44,Female,USA,74356,9,10,5,Medium,Bronze
15092,15093,46,Female,USA,109926,9,9,14,Low,Bronze
15093,15094,54,Female,USA,84213,9,9,5,Medium,Bronze
15094,15095,22,Female,France,61137,8,1,5,Medium,Gold
15095,15096,46,Male,UK,70687,9,9,13,Medium,Silver
15096,15097,49,Male,USA,45139,1,3,19,Medium,Silver
15097,15098,23,Female,France,75836,2,7,10,High,Gold
15098,15099,19,Female,Germany,32907,9,6,4,High,Silver
15099,15100,23,Female,France,54710,4,8,12,Medium,Gold
15100,15101,63,Male,France,40296,10,7,16,Medium,Silver
15101,15102,60,Male,Canada,115640,5,4,19,Medium,Silver
15102,15103,21,Female,Germany,106569,1,1,4,Low,Bronze
15103,15104,46,Male,Canada,60560,2,1,5,Low,Gold
15104,15105,42,Female,UK,35430,2,7,5,Medium,Gold
15105,15106,26,Female,France,31892,5,10,12,Low,Silver
15106,15107,20,Male,France,94183,5,6,8,Low,Gold
15107,15108,43,Male,France,48585,9,6,3,High,Gold
15108,15109,65,Female,France,118496,5,9,16,Low,Bronze
15109,15110,60,Male,Canada,73596,10,4,11,Medium,Silver
15110,15111,44,Male,UK,119651,8,2,9,High,Bronze
15111,15112,53,Male,Canada,92913,8,2,13,High,Gold
15112,15113,49,Male,France,87020,3,9,7,Low,Gold
15113,15114,18,Male,UK,50751,3,7,5,High,Gold
15114,15115,33,Male,Germany,39202,3,9,13,Low,Silver
15115,15116,68,Female,Canada,78988,5,2,18,Medium,Gold
15116,15117,65,Female,USA,103363,1,9,4,Low,Silver
15117,15118,28,Female,Germany,49039,10,6,14,Medium,Bronze
15118,15119,43,Female,Germany,43270,8,4,11,High,Silver
15119,15120,57,Male,France,100907,5,2,5,Medium,Gold
15120,15121,18,Female,France,106872,4,9,14,Medium,Silver
15121,15122,43,Male,Germany,107791,10,8,10,High,Bronze
15122,15123,45,Female,Canada,113587,3,6,20,Low,Silver
15123,15124,26,Female,UK,36449,1,7,13,High,Gold
15124,15125,61,Male,Canada,86942,9,7,10,Medium,Gold
15125,15126,39,Male,Canada,114617,9,9,8,Low,Silver
15126,15127,25,Female,Germany,91315,2,2,15,Medium,Gold
